text,labels
Mom got real mad and started crying a lot.,0
"Baby, you would sleep much better",1
"Among other things, the brief cited insufficient evidence.",0
We have received letters that we believe to be genuine and we are presently analysing a tape that we also believe comes from someone who we'd very much like to talk to in connection with this inquiry.,0
"How about I just slice your tits off and stick them on the wall, hey?",1
Always following me around and shit.,1
"They're on the hook, Jake.",1
Call me what you fucking like.,1
"And some commuters, relieved by the absence of gridlock, were planning to return to their old ways.",0
Your membership's staying in the bin.,0
"I'll be burning the midnight oil on this one, John, so I'll be up in a second.",1
"I’ve got to run, C4N!",1
Mr. Bergsma said Akzo hopes to have approval to sell its Marvelon pill in the U.S. in 1992.,0
"'Oh, look on their sorrows and weep",0
You could buy a proper football team for that.,0
Enterprise Rent-A-Car Inc. breaks its first national ad campaign this week.,0
You're calling him a liar?,0
The borrowing to raise these funds would be paid off as assets of sick thrifts are sold.,0
"If you’re free tomorrow, JLMK.",1
"Not yet, anyway.",0
People are shit bad at keeping promises.,1
That meme was VFF!,1
Advancing and declining issues finished about even.,0
That's all they need to make a positive I.D.,0
"Financiere de Suez, the acquisitive French financial conglomerate.",0
Bonds: Excludes bond funds.,0
That's a fucking piece of me!,1
He showed up to the party looking like a whole snack.,1
"I don’t care what you think, BIOYA.",1
Gets involved with this gang knocking off post offices.,1
"And if I can't get into their heads, I'll try and get into their beds.",0
"First of all, everybody watches porn, OK?",1
Get the fuck out of here!,1
I done my fucking time.,1
"Today's Turks in Bulgaria, in other words, deserve what is coming to them four centuries later.",0
I thought you were a gambler.,0
You think I’m wrong? ^URS!,1
"He’s from Europe, total 4NR.",1
"The whole thing's kind of a mystery, isn't it?",0
I wanna take a butcher's( look) at that ring there.,1
A drive with 120 megabytes of capacity is scheduled for release during the third quarter of 1990.,0
"And morons, they love it.",1
I thought I'd make a pass.,1
You're supposed to have my back.,1
"You can have a grand for me by tomorrow, yeah?",1
"I might move abroad one day, YNK.",1
But K mart's Mr. Antonini is intent on pushing the company into new retail businesses.,0
"We all countir on you, dog.",1
"No, I want to hear it.",0
"can't go and fucking kidnap some kid, can i?",1
"May I help you, lads?",1
"Please make yourself comfortable, and welcome.",0
She works in that salon ting in Grove.,1
"You know, there's a pizza joint right up the block here.",1
Colgate's results were at the high end of the range of analysts' forecasts.,0
Unless they just don't want us to see how bad that fucking call was.,1
"Man, not this fool again.",1
Just a PSA: Don’t forget to hydrate!,1
Keanu Reeves is my dad.,1
Cool as the water that I'll pour ya in the morning,1
Copper futures prices failed to extend Friday's rally.,0
"The meeting was a disaster, ICEDI.",1
"Hold on, IGP real quick.",1
We'll make a man of you yet.,1
Which means we've gotta get it right.,1
"TBH, I didn’t enjoy the party last night.",1
"If it's true football is all about money, that's the way it's going... well, that suits us chairmen just fucking fine.",1
The current debt limit expires Oct. 31.,0
"But joking aside, it's true:",0
"It's hard to generalize, but age seems to be the best predictor.",0
"When Devereaux was in Berlin, he recruited Natalia, convinced her to spy for us.",0
Give me the fucking blade.,1
Can you send me the report ASAP?,1
"Your Honour, you gonna allow this?",1
The Jody that got my boo pregnant?,1
"Most of the commodity traffic was off, the company said.",0
"You’ve been complaining all day, GIAR!",1
"Mission complete, O.",1
The company is contesting the fine.,0
I can't come back tomorrow.,0
I won the game and was YWHOL!,1
A higher proportion of black men smoke than white men.,0
"It's at times like these that we must find strength and peace in the memories of what he meant to us, an honorable son and brother.",0
"We'd all heard of people getting lost to the edge, never to be seen again.",0
"Nobody wants to fucking flip burgers or wipe arses for minimum wage, do they?",1
"They might be old, but they're not dead.",0
Motorola is fighting back against junk mail.,0
Let's done start Gotta ti// the ground,1
Any chance you can get me any weed?,1
"Everybody, find your happy place:",1
I can’t finish this W/O more information.,1
"In addition, an unusually wide array of federal agencies moved to provide specialized assistance.",0
Send me an INV to the game.,1
"In the junk bond market, most prices were unchanged to slightly lower.",0
"The comment was too funny not to say, TWSS!",1
"Right, this is where all the fucking Pakis go to work in the chicken factory.",1
"Jean, you know how this works, open the door.",0
BNL called a shareholders' assembly meeting in December to vote on the proposals.,0
It's just we're interested in anyone she may have known through him.,0
"Honest, lad, I know how you feel.",1
"Unless, of course, it happens to be run by the Rothschilds.",0
I can't believe I locked myself out of my own room.,0
"Can't you get your cock hard any more, old man?",1
"He talks with his mouth full, that gave me the ick.",1
Nowhere in the bylaws that it has to be the varsity team that goes to nationals:,0
"G2TU, I passed the exam!",1
"If you don’t like it, YKWYCD.",1
"He’s such a Chad, always winning at everything.",1
"Listen, mate, I do a very specific kind of music here.",1
massive last week does it hurt?,0
But most companies are too afraid to take that chance.,0
Why not send us someone they fucking liked?,1
The distribution represents available cash flow from the partnership between Aug. 1 and Oct. 31.,0
"Okay, my palms are starting to sweat.",0
I had to read some myself for a piece I'm doing.,0
"Trousers are a bit big, but fuck it.",1
We need to run a QC check on the product.,1
The biggest firms still retain the highest ratings on their commercial paper.,0
Home Nutritional currently has 10 million shares outstanding.,0
"Akzo's Twaron aramid fiber is a distant second to Du Pont Co. 's Kevlar, which dominates the market.",0
I’ll finish the report RSN.,1
Do you wanna look at our hole?,1
"His argument was SSINF, I couldn’t even respond.",1
Futures are used to hedge against fluctuations in stock prices or to speculate on market moves.,0
So how long had you been with Roper before the police arrived?,0
Who the fuck do you think you are?,1
I think you could play it.,0
"Dude, we're going right through Nevada.",1
"8: 00, but only if you were being serious.",0
Let’s take the trip—YOLO!,1
Mended nets over in Fairhaven.,0
"Fucking, just gave him a couple of slaps, that's all, man.",1
"That new game is F2P, so everyone can try it.",1
"It's how it goes, innit?",1
I reconnoitred the ground as far as the actual place.,0
"As a result, U.S. Trust's earnings have been hurt.",0
TU for all your help today!,1
"To tell you the truth, I kind of am, Johnson.",0
"Maybe not in matching Samsonites, but sooner or later, friends and foes, mothers and fathers, brothers and sisters, even me and you are all gonna get packed up.",1
Are you sure you're not having me on?,0
"I can't fuckin' take that, bruv.",1
"Where I'm from, someone comes for you, you need to be tooled up or they're going to fucking merc you.",1
But the government is essentially the only broadcaster.,0
"Another takeover target, LIN Broadcasting, rose 1/2 to 109 1/4 on 495,000 shares.",0
"A competing version of EPO is being developed by Genetics Institute Inc. in Cambridge, Mass.",0
New trade accords were signed.,0
"Yeah, but why... it's not my fault her husband's dead.",1
What the fuck do you want?,1
"When the market opened here, bonds prices fell as the stock market regained strength.",0
I'm the cunt who nicked your motor last night.,1
"When there's single fucking parents out there, who can't get a fucking flat and they're being given to these...",1
"I’m WAH today, so I’ll be online later.",1
Let's go over to Otto's in the morning.,0
-' Cause you're a grown man.,1
"The bar is so low, it's so very low.",1
"A real one, with your legs.",0
Just sleeping lying next to you all warm and sweet.,0
"I MEAN, WITHOUT HIS GLASSES,",0
But then she rolls her butt up and down like a steamroller.,1
He was EWG me about my new haircut.,1
His recommendation was rejected by the government.,0
"Even if it’s hard, always DTRT.",1
"Yeah, I lost it all, mate.",1
"Not the moon, there's no atmosphere.""",0
I see you ain't going nowhere.,1
"I wouldn't park it I'd dump it, pal.",1
"SFAIK, the meeting is still on for tomorrow.",1
"# With punchlines, funny how I fuck dimes#",1
We were just vibing to some music all night.,1
Just I need to open up.,0
"You’re sleeping on this new album, it’s so good.",1
"Can’t chat long, I’m SOT today.",1
You got the last slice? TSNF!,1
"It's a little dinky, but it's got the tarp underneath.",1
I wish he could wear lifts in his voice.,0
"That meme is NFW, don’t open it here!",1
"You take your dick, and slap it round a girl's face.",1
"I’ve been texting you, RUT?",1
Giant has interests in cement making and newsprint.,0
"I'll just rob someone, innit?",1
"Federal, on its own, hadn't been doing very well overseas.",0
"If the playoffs end in four-game sweeps, losses could soar.",0
Harley has said it doesn't intend to be acquired by the Glazer group or any other party.,0
"What they said was spot on, QFT.",1
"I was just gonna come and check your pulse, see if you were still alive.",1
Which puts Stromming in the clear.,0
I see what you mean.,0
That's what I'm trying to say!,0
You can't go wrong around this area.,0
"I've handed in me notice on me flat, I've sold the last of me CDs,",1
Who wants to end up as the protagonist in a Bill Cohen morality play?,0
"I don't like that, gives me the creeps.",1
But Chairman Gonzalez is a genuine maverick.,0
It said that expanding nuclear-power capability is the quickest way to lessen that dependence.,0
Mr. Fried also is the managing partner of Albert Fried & Co.,0
HealthVest missed an interest payment to Bank of Tokyo on Oct. 1.,0
"You know, just to fucking write.",1
A recent attempt to resume operations was cut short quickly by these attacks.,0
"Yeah, I know, I fucking love this tune.",1
"Don't be an asshole, Lawrence.",1
Keep this number ICO any emergencies,1
"Mm, yeah, that's really nice.",1
Mr. Noriega had learned that a local union leader was sleeping with the wife of his deputy.,0
I'm not going to answer that.,0
I was out on the playground and I was kind of being picked on by this dillweed.,1
"Mr. Savoca succeeds William H. Borten, who resigned to pursue personal interests.",0
"I just want my weed, man.",1
What’s your favorite WEP in the game?,1
"In other words, California is presuming to take control of the nation's farm policy.",0
"Oh, well, he was quite fit, wasn't he?",1
I don't want to be doing shit like this.,1
What you know about what I fucking want?,1
He’s just salty because he lost the game,1
"You got the job? HFAC, that’s amazing!",1
The local marketplace and availability of professional employees also were ranked high.,0
Did you roofie me last night?,1
I know you're gonna look hot in it.,1
"Is you are gonna go on, call the number on your ticket...",1
Foremost Corp. of America surged 2 1/8 to 36 1/2.,0
( Ash) And we combine these with religious teachings.,0
"You know, it's really nice to have a guy on the beat in the neighborhood.",1
Let's make sure this guy never sees the light of day again.,0
"I mean, she couldn't break into it before she was 25 anyway.",1
This document is FYEO.,1
I'll type the address in again.,0
"So, you gonna show me a good time, Eddie, or what?",1
It comes in a little fucking tin like that!,1
We have got a prenup.,1
"They are on their way, they said they would be a couple of hours right well it looks like we're gonna sit here, and fucking wait then",1
"I had to step out, but IB now.",1
How about a walk on the beach?,0
"They can fucking move, can't they?",1
We've spoken with the partnership committee.,0
"Among the artist represented: Laurie Anderson, Alice Aycock, Nancy Graves and Elizabeth Murray.",0
"Talk to you soon, CUL8R!",1
"You just can't put me on watch dog anymore, all right?",1
And that doesn't happen when you have sex.,0
"And, er, and, yeah, Liam ends up on the cover..... with a nipple on his head, looking like a fuckin' baby's bottle.",1
"How soon Wang will stage a comeback, or if it will at all, are still matters of debate.",0
I’m playing BF2 tonight.,1
Still a lot of money.,0
"On Friday, mortgage issues gained as much as 1 5/32.",0
"Or did, before you went off like that.",1
"P&G, in particular, rarely rolls out a product nationally before extensive test-marketing.",0
"Saturday, Nov. 4, 1:30-6 p.m. EST, on NBC: Breeder's Cup Day.",0
"Watch out, E approaching from the left!",1
"I can’t talk right now, PRW.",1
"Nic, they're doing some weird shit here, man.",1
Everyone at the Stick that day had started out as a spectator and ended up as a participant.,0
Serial bond yields were up about 0.05 percentage point.,0
"Cheers for the shitty tea, Gadget.",1
You were kinda in the zone.,1
But an unexpected deviation either way could roil bond and currency markets.,0
That comment was totally OOC for him.,1
Accounting problems raise more knotty issues.,0
What do you fucking think we do with them?,1
"Boies and Barr, who had the chance to tilt their next day's presentation accordingly.",0
I'm assuming Dylan told you.,0
"Hey, we'll catch up with you later, Chris.",1
"Sat in my seat, yeah.",1
Part-time in an audio store:,0
"Help spread the word, PRT!",1
"It takes five steps to make standard pencils, just one for the plastic type.",0
The merger is scheduled to take place in the 1990 first quarter.,0
"I'm a Jew, I'm small,",0
You're a retarded person and you're driving a fucking car!,1
You wanna give it a crack?,1
Thanks for helping me! UW!,1
Are there any ghosts in this house?,0
How quickly things change.,0
"Whoa, that’s TMI about your weekend!",1
See if you like it.,0
I say get off your high horse.,1
Ok everybody that's a cut!,1
Trifari now trains sales help to advise customers on the best earring styles.,0
Keith A. Tucker was named a director of this insurance and financial services concern.,0
The British shakeup was widely cited for the declines.,0
"It's being sold through bookstores, newsstands and some video stores.",0
Then the computers give us more information than we can ever read.,0
"This is ""real money,"" Mr. Wanniski says.",0
"There is a bit, yeah,' cause you wear it all the time, boss.",1
You've got the style that makes my heart sink.,1
Fucking hell... it's a bitch.,1
I am nothing like you.,0
"This vacation is amazing, WYWH!",1
"That was mildly funny, but I’m just LOTI.",1
"For goodness' sake, just show him the titties!",1
ITT: People share their favorite books.,1
I'm gonna fucking enjoy this.,1
"The blog post is still EIP, I’ll send it when it’s ready.",1
I was engaged to this guy that I never really liked.,0
"Let me know your thoughts, W/B when you can.",1
* I don't believe that anybody,0
C'mon you lazy old sob.,1
Santa Fe Pacific was the kind of story Wall Street loved.,0
She's developed a strange obsession with reading these books.,0
She’s planning for RTRMT in a few years.,1
You really want to do this?,0
God help the cops on your beat.,1
"From the moment I met you, it's been an adventure.",1
"I'm sorry, there's no work for you here, mate.",1
"I’m with MISS.3, we’re going to the park.",1
I’m spending the weekend with my SIS.,1
WE DON'T KNOW WHAT IT IS.,0
"Lone Star's Bond Corp. parent, for instance, hails from Perth, Australia.",0
# And in the end there is love...,0
Why don't you go and look him up in a fucking phone book?,1
I got the best seat—RHIP!,1
"Also, Mr. Vargas was barred from association with any NASD member.",0
"The best team won this Series, which is more unusual than it may sound.",0
"I just wanna talk, man Come on.",1
"Yeah, well, try cold turkey!",1
"I mean, most of' em work their arses off to get what we just take for granted.",1
She took her business to First Atlanta.,0
"See not everybody's a hero, soldier boy.",1
"yeah right good, so get in there and fuck'em for me",1
"IYQ, you’re always so thoughtful.",1
‘Be yourself; everyone else is already taken’—QOTD.,1
This ain't worth killing for.,1
Opportunities come WYLEI.,1
I think last night or early this morning.,0
Could we go fishing tonight?,0
The network is currently unavailable.,0
"The most obvious pitch, of course, is the lure of big returns. ""We're all a little greedy.",0
You have to check for small parts.,0
I scored a Z on that test.,1
"In the outfield, Paul Blair, the Orioles' eight-time Gold Glove winner, elegantly shags a fly.",0
"I mean, this really does feel secure.",0
I'd like to see Donfucking,1
"Until yesterday, institutional investors had showed little interest in buying the securities.",0
"That video is NSFL, don’t watch it!",1
"In ""Mad Rush,"" which came from a commission to write a piece of indeterminate length (Mr.",0
TIL that honey never spoils!,1
I just wish I knew what to do.,0
Chief executives and presidents had come and gone.,0
That joke had me GMBA!,1
"Hey, HRU? Haven’t heard from you in a while.",1
I think they heard it in Uganda.,0
We've got 74 minutes left to figure out.,0
"ILYSM, you’re the best!",1
"The purchase includes a coffee-roasting plant in Omaha, Neb., and a leased facility in Houston.",0
"Thinking makes me realise that Eddie got his money today, same as always, which means he don't really give a spunk how I run my girls.",1
The unions and the company last week agreed to mediation.,0
"Take care, CU2 soon!",1
"Yo, chill, man, what did I do?",1
Telerate provides information about financial markets through an electronic network.,0
"Lilly is building plants to make the insulin in Indianapolis and Fagershein, France.",0
"You fancy your chances, do you?",1
"On second thought, make that just mom.",0
He needs to see a specialist right away.,0
"Nah, that's not the one!",1
"POS, talk later.",1
"RGR, I’ll meet you there.",1
I thought you were looking.,0
"Got a 19, no help at all.",1
"He’s just an FBFR, we don’t talk much.",1
"This heat is unbearable, YGTR.",1
The sales pitch mightn't be as farfetched as it seems.,0
They were making out on the street.,1
"I tell you... you know, any, any time you wanna come round for something to eat, you have to come to my grandma's to get something to eat.",1
The stock market is certainly not too big for the Fed to handle.,0
We’ve got a 10M team working on this project.,1
"I’m signing off, G9!",1
"Well, I know just the place.",0
I told him I didn't think there was anything else I could do.,0
"My brother's got us involved with psychopaths, the girl of my dreams is otherwise engaged and my best mate...",1
"Just wanted to say hi, TAU.",1
To keep your heart rate up so you don't have to listen to me.,0
"But if you wanna stay, this is a proper fight.",1
"No, she's gonna give it to me.",1
A capital-gains tax-cut plan was dropped by Senate Democrats under pressure from their leadership.,0
"NGL, that was a tough workout.",1
"THANKS TO modern medicine, more couples are growing old together.",0
"Mr. Peake is chairman of his own consulting company in Englewood, N.J.",0
Please go the fuck away!,1
Got some BN about the project.,1
What do you mean it's none of my business?,1
"Tony, this was not an ace Parmesan from Froman's...",1
"I mean hell, you had a full ride through college.",1
ARE CORPORATE profits distributed fairly?,0
She was gonna try to take my kids away from me.,1
Looks like these are going to have to wait.,0
Opinion is mixed over its three-month prospects.,0
We've actually read the speech.,0
You think one of these lads in there Is the boy at the flower stall?,1
HE CAN'T HAVE GOT VERY FAR.,0
Who the fuck you talking to?,1
"I want to sing, and I wanna dance, and I wanna meet new people, and I don't wanna look back.",1
"That joke was hilarious, CSL!",1
"A weirdo, all twitchy desperate.",1
When you were shagging Anton?,1
"I’m doing well, WBU?",1
Then we are still looking.,0
"Fuck me, it's a shelter!",1
American Stores' bid for Lucky Stores began as a hostile offer.,0
"No, assumed it was college business.",0
My PC is a wizard in the game.,1
What’s the 20 for the party tonight?,1
I'd like to do some business.,0
Some fucker done that to me.,1
I want to come with you to Brighton.,0
We were in school together.,0
Nissan created its quake ad in a weekend.,0
"It was the second anniversary of the 1987 crash, but this time it was different.",0
"The guy who done it, man, he was a kid.",1
-' Subject is wearing a backpack.,0
The West Germans then took over and finally found Markus Hess.,0
I don't know what the fuck that means.,1
"Mr. Wanniski is president of Polyconomics Inc., of Morristown, N.J.",0
The p53 gene has just been implicated in lung cancer.,0
Let's have a look at you.,0
Kelly where the fuck are you going?,1
Have y'all been to our church before?,1
"open the door, it's Derek 6 in the fucking morning",1
More than just a piece of meat.,1
"I mean,' cause it's getting time to answer Nature's page, if you know what I mean.",1
"I couldn’t stop laughing, LMBO!",1
"I’m ATK, ready for the meeting.",1
I am your fucking dad.,1
They canceled the event? YGTBKM!,1
I heard parts of the building above my head cracking.,0
"Got to sign off, TAFN!",1
"I’m OTL, back in an hour.",1
He’s my BFAW; we have lunch together every day.,1
Lightly brush your fingers against her skin.,0
"Well, I hope you enjoy the rest of your very happy life in Brooklyn with the dogs, Miss Glick.",0
Stockbrokers' business and pay has been falling.,0
No one in Washington was willing to take the blame for provoking Friday's drop in the stock market.,0
"Seven bills for the.38, eight and a halffor the Glock and a full grand for that Sig there.",1
We grow strong,0
MFW someone eats my leftovers without asking.,1
"You’re the best, T4BU!",1
We bought a few chickens.,0
It's easy to get something comparable by simply moving to a higher altitude in the U.S.,0
"'We soon got into a routine, me and my boy, Osama.",0
"You really need to wake up and smell the fucking coffee,",1
"No need for abbreviations, this is an AFZ.",1
"In Houston, we have seen how bad the housing problem can become.",0
"He must have slept with one of the bookers,'cause he ain't that good.",1
"I know them better than you do, you muggy cunt.",1
"JAS, let me grab my phone.",1
You bought the same shoes as me? GMTA!,1
We'd look at the knight armor at the Met.,0
""" You're gonna grow up to be such a pretty young lady.""",1
"CHICAGO Sears, Roebuck & Co. is struggling as it enters the critical Christmas season.",0
That contrast was reflected in the smaller weekly percentage gains recorded by the broader averages.,0
The engine involved was a CF6-6 made by General Electric Co.,0
"He’s so WOKE, always talking about social justice.",1
"Well, that's very kind of you.",0
Pershare net fell to 423.3 yen from 457.7 yen because of expenses and capital adjustments.,0
"Raymond Calitri is going down for murder one, boneheads.",1
"And by late Friday afternoon, actually after the close, we decided that was the wrong tone to take.",0
The fund made a similar move earlier this year.,0
What's happened to your fucking face?,1
"She’s always late—kind of a pink flag, but not a dealbreaker.",1
"Shit, I got kicked out for being straight.",1
The chamber voted 69-26 Friday to convict the judge of perjury and bribery conspiracy.,0
"I know you’re mad, but GR&D!",1
"Pickle, you should be at your dad's.",0
Both Valspar and Mr. Conant argue that Goodwill doesn't have standing to bring its suit.,0
"The brand is No. 7 overall in the cigarette business, Mr. Maxwell said.",0
"I'll tell you who it won't be, Deeds Incorporated.",0
"Yeah yeah, tomorrow is better.",1
That joke had me FOMC!,1
And you're a smackhead crackhead like her.,1
The MOD had to step in and calm things down.,1
Tommy Douglas... was my best mate.,1
You killed her and made it look like a suicide.,0
You're on a cold streak.,1
"Iris, did you file your story?",0
He said that he wanted to find a girl with more of her own life.,0
"Missing you, XOXOXO!",1
"Kirsty, what are you just standing there for?",0
"You know, divorced, stressed, underpaid.",0
"What about the kids, Darius?",1
Allright i am fucking moving,1
Are those declines enough to signal a partial return to stocks?,0
"If that motherfucker can keep his dick out your box for a few minutes, get some beer on your way home!",1
"You ain't a killer, blood.",1
BUT IT'S NOT MY JOB TO CATER FOR MY PEERS.,0
"Don't be a fool, now.",0
"Mazda also is adding the Mazda 626 car at its Flat Rock, Mich., plant, slowing output.",0
It is an excellent choice.,0
"So whether you get on the team or not, you're gonna do amazing things in the future.",1
Ms. Jepson is a free-lance music writer in New York.,0
The small changes in averages reflect generally unchanged yields at many major banks.,0
can't you fucking shut up?,1
"BRB, BAK in 5.",1
He had a dream last night and got scared because of this stupid thing about clowns.,0
"He keeps everything in there, old school.",1
She only ever calls if she wants money for booze.,1
I’ve been SK8NG since I was a kid.,1
"Ay, and since, too, murders have been committed.",1
You'd kill to be in his place.,1
Imagine Barbara Cartland with whips and chains.,0
"A piece down, the computer resigned.",0
"We’re running HVH tonight, want to join?",1
You made a mistake picking a kid to do your dirty work.,1
Let's go somewhere and fuck.,1
You carry on with your interview.,0
You are convicted of the heinous crimes of grave robbery and multiple murder.,0
"Uh... the two security guards at the gate, they... they're black.",0
"I'm sorry, but, you know, you can't barge in and expect to become one of them in six months, either.",1
It wasn't exactly a slammer up on the Grand Banks.,1
Think you can the piss?,1
I’m hanging out with my BIL this weekend.,1
That move was 7K!,1
That's what an ass will do.,1
"Who the fuck are you, you creepy fuck?",1
"# Oh, give it to me one time",0
You ain't got nothing left to offer.,1
And now I pronounce you husband and wife.,0
"About 1,150 employees are covered by the new agreement, Deere said.",0
"Okay, let's get these out of the way quickly, shall we?",0
"I’m so mad at him, he can BIH.",1
He'd been locked in and he'd taken a hiding.,1
That little fucking whippersnapper has set the standard.,1
What do you call that glob?,1
"That joke was funny, but definitely UNPC.",1
A year and a half ago.,0
"AAF, I did finish the report yesterday.",1
That party last night was CB!,1
"* It's coming at you, baby",1
The tender offer by West Germany's second-biggest commercial bank is in two stages.,0
You're gonna tell him about the fight.,1
I just don't know if we're ever going to find a convincing Macbeth.,0
Good luck on your test! MTFBWU!,1
I don't give a fuck about you.,1
"Be careful, that site’s full of PRON.",1
You swore on my life you were gonna leave this alone.,1
The raw impossible beautiful feeling of love.,0
I don't think the priest heard you.,0
I got a AA meeting.,0
Lost so many good men out there.,0
There are no drugs in this fucking car.,1
"I can't, they're catching us.",0
"Excuse me, mate, is there a toilet here?",1
"You’re doing great for your first try, NBFAB!",1
Where's your mum say he is?,0
"he wants something young and he asked me to get it for him yeah, but a kid?",1
"I'm sorry, babe, he made me choose.",1
"In the past, however, Coke has typically taken a minority stake in such ventures.",0
"Though not intentionally, the Cowboys' Mr. Jones has come to represent this new breed of owner.",0
He's blocking all the foreign IPs.,0
"Shit, when it rains, it pours.",1
"On the contrary, it is as robust as ever.",0
Some individuals went to some lengths on their own to avoid the anticipated gridlock.,0
I ain't gonna fuckin' walk around with it.,1
All the stuff that's gonna rot in my fucking head!,1
Is the science library on the map?,0
I need to install this APP for work.,1
"Still, any change in East Germany has enormous implications, for both East and West.",0
You schooled by a little girl,1
"When I want some dick, I'll call you and you can find a way to get here.",1
( LAUGHS) I just don't understand that.,0
The Stanza has been a nonentity compared with Honda's hugely successful Accord and Toyota's Camry.,0
That's known as trouble with the curve.,1
"Hope you like meth, bitch!",1
The Financial Times 30-share index rose 20.4 to 1817.7.,0
Gonna buy myself a zoo.,1
Posting my OOTD for Instagram.,1
And I ain't killed no one!,1
He sent me a flirty message saying TD2M.,1
I’ve been playing AO all weekend.,1
I'm gonna get to work now.,0
"Give me more time, please.",0
But analysts said the rebound didn't remove the cautious mood from the market.,0
"In San Francisco, they argue, an earthquake was a near certainty.",0
"Yeah, you're right, this is weird.",0
"That was a tough match, GG!",1
You believe all that shit?,1
Don't worry your pretty little spick head off.,1
They’re my favorite OTP from the show.,1
You think the Sox are gonna pass?,1
He's got some pictures of us?,0
A study by Tulane Prof.,0
James would probably want to polish his resume a little green.,1
"Of course, the relative calm could be jolted if the market plunges again.",0
"# Do, re, mi, fa, sol, la, ti, do#",0
Bitch fired off a few lucky shots.,1
"Apparently, their verdict is in.",0
SENATE JUDICIARY COMMITTEE gets legislation to limit death-penalty appeals.,0
She gave us what she said was fresh roadkill.,1
She learned inadvertently how to cope With life's little moments of uncertainty,0
"I’ve got to run, TTUL!",1
It should run forever.,0
But he isn't worried.,0
The book noted changes made at the manufacturing level that weren't disclosed to the FDA.,0
Wanna give me a fucking laugh?,1
THE U.S. IS REQUIRED to notify foreign dictators of certain coup plans.,0
Why don't you open your eyes so you can see it?,0
"I’ll always be there for you, U4E.",1
The bump can be a little more dramatic.,1
"You’ve been hesitating too long, JDI!",1
What the fuck is he talking about?,1
"Yeah, well, you know, that's me, I am brave.",1
"Can’t talk now, P911!",1
Think we might get jacked?,1
"Now, what they're into is a woman's pleasure.",0
"In Mr. Luzon's first year, the bank eliminated 800 jobs.",0
"Whatever I ask you to do, it's for us.",0
"Need a quick break, BRNC.",1
I didn't mess with your money.,1
"Litigation, if not settled out of court, could drag on for years.",0
"Got to go, PZ!",1
"I’ve got some news, WYCM later?",1
I'm gonna be keeping my eyes on you.,1
'And then BJ and Clare'saw what came after.',0
You have got co-lead in a drama series.,0
"I forgot my wallet at home, facepalm.",1
Just pay up what was agreed.,0
California's insurance commissioner doesn't hold hearings on acquisition applications.,0
"You got the bonus, right?",0
He got B& from the forum.,1
Why is this so complicated? ITAM!,1
And where the fuck would you be right now if I didn't?,1
Prices fell marginally for fuel and electricity.,0
Creepy Carl sure keeps it cold in here.,1
Not that oil suddenly is a sure thing again.,0
"He was with me that morning but, erm,",1
Why the hell do you think I was so popular back then?,0
"Here’s a funny meme, FYA!",1
One of you has fucking taken it!,1
Check the FAQ before you ask questions.,1
It is a matter of finding the right boy.,0
As many as 50 of his employees at Specialized Bicycle Components Inc. ride with him.,0
"A new director hasn't been named to fill that seat, which expires in 1992.",0
"Ma, I'm off to my big night.",0
You need to stop reading so much.Trains you little geek.,1
I'm gonna put my fucking body paint on that's what I'm gonna do.,1
"You keep saying that, but DYNWUTB?",1
I was locked inside a room.,0
Hang up and come here so I can drop it in your drawers.,1
I suppose just in your looks.,0
Thanks for your help! URW!,1
"What should I call you, homey?",1
"Hey, but you must never think, ever, that you're not absolutely the most important thing in the world to your mum and me.",0
Some corporate executives also question the idea that more shares are better.,0
"I'll bring him to you, trust me.",0
"If you don’t believe me, YCLIU.",1
It's the restaurant we torched.,1
""" I'm going to shoot them, too.",0
"Just look at me, look at me, look at me.",0
British government bonds surged on renewed volatility in the stock market.,0
"You’re the best, LYLAS!",1
A-Rod's in the type of slump he couldn't hit the beach with a beach ball.,1
"Yeah, she lived in the desert, obviously.",0
The sun is hot now though it's only 8 in the morning.,0
"Most of Kidder's program trading is for its own account, according to the New York Stock Exchange.",0
I need to pick up my RX from the pharmacy.,1
"That’s not true, SUYF!",1
Employees wore identification badges listing not only their names but also their dates of hire.,0
Do you know the inmate we're talking about?,0
"I mean, what's your name?",0
"Asked to comment, a spokesman for Mr. Scott said: ""Mr.",0
"FWIW, I think you should go for it.",1
"Besides, it's not open anyway.",0
"Yo, show us the money first.",1
So you get an idea of the leverage there and elsewhere that our market for drugs has brought about.,0
"Art indexes track winners, not losers.",0
"Don't take it personally, Maurice.",0
Italian magistrates labeled his death a suicide.,0
"Damn, I want to see other niggas!",1
Are you gonna buy that?,1
"When I saw the surprise, I was SETE!",1
"And you, Dark, are a shrink.",1
But Coors insists the administrative changes won't really shift responsibilities at the company.,0
Apple said that its money would be better spent in areas such as research and development.,0
"WAS, I need to check my calendar.",1
"I’ll see you soon, RX.",1
I don't want you to fuck up.,1
The company said it would resort far less often to slashing prices to woo shoppers.,0
"Just finished my project early, feelsgoodman.",1
"The investment community, for one, has been anticipating a speedy resolution.",0
"That’s ridiculous, GTFO!",1
"Still others say, Why not take a chance on a high-octane growth fund?",0
"She’s acting like such an NPC, just going with the flow.",1
"The songs, the poems, the sayings, the endings.",0
"PMFJI, but I have a suggestion.",1
"Spent her days getting touched up And fucked, fuckin",1
He took a shot and he failed.,1
Go look for the keys.,0
